RegionName,StateName,SizeRank,2017_avg,2017_std,2018_avg,2018_std
20910,Maryland,325,496400,34882.46933,483410,45902.9291
77375,Texas,326,200933.3333,7263.646161,200570,5632.060014
27265,North Carolina,327,159158.3333,6241.989311,170760,5740.766499
23455,Virginia,328,258783.3333,7288.213468,272500,14262.25789
41042,Kentucky,329,141283.3333,3613.593164,144560,3174.334576
12180,New York,330,156666.6667,9996.277085,151833.3333,7685.339579
33015,Florida,331,216100,11295.05792,237388.8889,5494.127055
78254,Texas,332,202041.6667,11119.53674,208180,6229.895665
78753,Texas,333,224750,7299.714606,253200,5068.639967
96706,Hawaii,334,600708.3333,22187.58881,619212.5,20405.96956
92648,California,335,911633.3333,27141.4914,923890,29272.93801
30083,Georgia,336,106641.6667,5327.829191,127388.8889,5424.931017
53704,Wisconsin,337,201725,4156.145049,208950,5744.083913
94112,California,338,946491.6667,24220.5993,1095800,36511.70284
7047,New Jersey,339,326741.6667,30040.45767,363433.3333,25896.28888
98208,Washington,340,398608.3333,12508.42771,443100,11369.60861
78759,Texas,341,398408.3333,21405.78031,405710,9660.377839
95648,California,342,413341.6667,8667.22354,444100,9125.665881
95112,California,343,712466.6667,37545.82385,877250,50130.97346
76179,Texas,344,194616.6667,5161.045329,214120,5181.466974
19148,Pennsylvania,345,179866.6667,4783.710787,203580,8826.301604
33463,Florida,346,204175,13230.65412,232944.4444,12510.18351
94087,California,347,1745700,99400.20959,2086540,80264.62733
27407,North Carolina,348,126041.6667,6953.231663,137030,8071.808967
